symbol,token,name
GLOBALE-EQ,24932,GLOBALE
MULTICAP-EQ,25080,MULTICAP
TREEHOUSE-EQ,25082,TREEHOUSE
XTGLOBAL-EQ,25235,XTGLOBAL
HUHTAMAKI-EQ,2562,HUHTAMAKI
JISLDVREQS-EQ,25684,JISLDVREQS
ATUL-EQ,263,ATUL
PEARLPOLY-EQ,2610,PEARLPOLY
DIVOPPBEES-EQ,2636,DIVOPPBEES
PRAJIND-EQ,2705,PRAJIND
ACMESOLAR-EQ,27061,ACMESOLAR
VSSL-EQ,27067,VSSL
SURAKSHA-EQ,27334,SURAKSHA
LXCHEM-EQ,2841,LXCHEM
TRANSRAILL-EQ,28714,TRANSRAILL
VENTIVE-EQ,28847,VENTIVE
PROZONER-EQ,28859,PROZONER
CONSUMER-EQ,28969,CONSUMER
RIIL-EQ,2912,RIIL
RUBYMILLS-EQ,2939,RUBYMILLS
NIBE-EQ,29487,NIBE
SURYODAY-EQ,2970,SURYODAY
NAZARA-EQ,2987,NAZARA
ORIENTCEM-EQ,30089,ORIENTCEM
SELECTIPO-EQ,30109,SELECTIPO
SAMMAANCAP-EQ,30125,SAMMAANCAP
ELM250INAV-EQ,30542,ELM250INAV
MOME30INAV-EQ,30552,MOME30INAV
DBSTOCKBRO-EQ,31107,DBSTOCKBRO
NDL-EQ,31258,NDL
BORORENEW-EQ,3149,BORORENEW
ORBTEXP-EQ,31475,ORBTEXP
JPOLYINVST-EQ,31507,JPOLYINVST
ANGELONE-EQ,324,ANGELONE
SPIC-EQ,3252,SPIC
SUNPHARMA-EQ,3351,SUNPHARMA
TATAELXSI-EQ,3411,TATAELXSI
TATAPOWER-EQ,3426,TATAPOWER
TNPETRO-EQ,3509,TNPETRO
VARDMNPOLY-EQ,3646,VARDMNPOLY
GAYAHWS-EQ,3693,GAYAHWS
VSTIND-EQ,3724,VSTIND
WEIZMANIND-EQ,3748,WEIZMANIND
BHARATRAS-EQ,3834,BHARATRAS
GOCLCORP-EQ,3963,GOCLCORP
TNPL-EQ,3980,TNPL
HDFCAMC-EQ,4244,HDFCAMC
DENORA-EQ,4279,DENORA
INDIANCARD-EQ,4422,INDIANCARD
ELECTHERM-EQ,4469,ELECTHERM
BIRLACORPN-EQ,480,BIRLACORPN
AARTIDRUGS-EQ,4481,AARTIDRUGS
RUCHINFRA-EQ,4566,RUCHINFRA
IPL-EQ,4934,IPL
BOMDYEING-EQ,513,BOMDYEING
SBIETFCON-EQ,5168,SBIETFCON
PDSL-EQ,5264,PDSL
CHEMPLASTS-EQ,5449,CHEMPLASTS
PAR-EQ,5631,PAR
AXISBANK-EQ,5900,AXISBANK
CYBERTECH-EQ,6051,CYBERTECH
ATGL-EQ,6066,ATGL
GOODLUCK-EQ,6125,GOODLUCK
ABREL-EQ,625,ABREL
DTIL-EQ,6227,DTIL
MEDICAMEQ-EQ,6278,MEDICAMEQ
HEALTHY-EQ,6297,HEALTHY
LAMBODHARA-EQ,6407,LAMBODHARA
FOCUS-EQ,6836,FOCUS
CIPLA-EQ,694,CIPLA
RPPL-EQ,6913,RPPL
SBIETFPB-EQ,722,SBIETFPB
LGBBROSLTD-EQ,18321,LGBBROSLTD
SANDUMA-EQ,18359,SANDUMA
NDGL-EQ,18371,NDGL
KCP-EQ,1841,KCP
RISHABH-EQ,18417,RISHABH
DIACABS-EQ,18543,DIACABS
MITTAL-EQ,18562,MITTAL
ZAGGLE-EQ,18608,ZAGGLE
MANAPPURAM-EQ,19061,MANAPPURAM
AARVI-EQ,19073,AARVI
TCIEXP-EQ,19223,TCIEXP
AHLEAST-EQ,19438,AHLEAST
KSB-EQ,1949,KSB
ADFFOODS-EQ,19761,ADFFOODS
ESAFSFB-EQ,19878,ESAFSFB
AHLADA-EQ,2004,AHLADA
SASTASUNDR-EQ,20063,SASTASUNDR
ASHOKA-EQ,20182,ASHOKA
BEDMUTHA-EQ,20196,BEDMUTHA
OBEROIRLTY-EQ,20242,OBEROIRLTY
PRUDMOULI-EQ,20527,PRUDMOULI
MOIL-EQ,20830,MOIL
RBZJEWEL-EQ,20874,RBZJEWEL
PSB-EQ,21001,PSB
ERIS-EQ,21154,ERIS
CHOLAHLDNG-EQ,21740,CHOLAHLDNG
CAPACITE-EQ,21749,CAPACITE
MAXHEALTH-EQ,22377,MAXHEALTH
BANKBETA-EQ,22440,BANKBETA
NOVAAGRI-EQ,22477,NOVAAGRI
HDFCPSUBK-EQ,22595,HDFCPSUBK
PFS-EQ,22602,PFS
IRISDOREME-EQ,2275,IRISDOREME
MRF-EQ,2277,MRF
MTNL-EQ,2294,MTNL
EXICOM-EQ,22947,EXICOM
UEL-EQ,23507,UEL
FILATFASH-EQ,23647,FILATFASH
BSLGOLDETF-EQ,23804,BSLGOLDETF
MID150CASE-EQ,24077,MID150CASE
PIIND-EQ,24184,PIIND
NOCIL-EQ,2442,NOCIL
ELGIRUBCO-EQ,24924,ELGIRUBCO
MODEFENCE-EQ,24944,MODEFENCE
WINDMACHIN-EQ,24969,WINDMACHIN
BODALCHEM-EQ,25017,BODALCHEM
GALAPREC-EQ,25134,GALAPREC
TDPOWERSYS-EQ,25178,TDPOWERSYS
APLLTD-EQ,25328,APLLTD
NIRAJ-EQ,255,NIRAJ
INDOUS-EQ,25503,INDOUS
AMJLAND-EQ,2598,AMJLAND
HEXATRADEX-EQ,27008,HEXATRADEX
BUTTERFLY-EQ,2716,BUTTERFLY
CRAFTSMAN-EQ,2854,CRAFTSMAN
MAMATA-EQ,28687,MAMATA
ROSSELLIND-EQ,28913,ROSSELLIND
UNIMECH-EQ,28960,UNIMECH
MOHITIND-EQ,29423,MOHITIND
S&SPOWER-EQ,2951,S&SPOWER
SUPREME-EQ,29439,SUPREME
SANDESH-EQ,2988,SANDESH
GRN200INAV-EQ,29907,GRN200INAV
NIFTY100EW-EQ,29944,NIFTY100EW
AONETOTAL-EQ,29975,AONETOTAL
GOLD360-EQ,30105,GOLD360
MID15INAV-EQ,30475,MID15INAV
SNXT30INAV-EQ,30519,SNXT30INAV
MOY100INAV-EQ,30549,MOY100INAV
AONE50INAV-EQ,30577,AONE50INAV
MCX-EQ,31181,MCX
SIEMENS-EQ,3150,SIEMENS
SUDARSCHEM-EQ,3327,SUDARSCHEM
ISGEC-EQ,3329,ISGEC
BALRAMCHIN-EQ,341,BALRAMCHIN
SUNDRMFAST-EQ,3345,SUNDRMFAST
TNTELE-EQ,3512,TNTELE
UNICHEMLAB-EQ,3579,UNICHEMLAB
BASF-EQ,368,BASF
BBTC-EQ,380,BBTC
VINDHYATEL-EQ,3694,VINDHYATEL
FINEORG-EQ,3744,FINEORG
BEL-EQ,383,BEL
HATSUN-EQ,3892,HATSUN
GREENPLY-EQ,3987,GREENPLY
CUBEXTUB-EQ,4064,CUBEXTUB
WENDT-EQ,4235,WENDT
PUNJABCHEM-EQ,4344,PUNJABCHEM
LORDSCHLO-EQ,18232,LORDSCHLO
EMSLIMITED-EQ,18593,EMSLIMITED
HPL-EQ,18679,HPL
MASKINVEST-EQ,18727,MASKINVEST
SUNDARAM-EQ,18931,SUNDARAM
JSWINFRA-EQ,19020,JSWINFRA
ITBEES-EQ,19084,ITBEES
UDS-EQ,19113,UDS
WEALTH-EQ,1923,WEALTH
MOM50-EQ,19289,MOM50
PLAZACABLE-EQ,19458,PLAZACABLE
TICL-EQ,19501,TICL
TRENT-EQ,1964,TRENT
LGHL-EQ,19876,LGHL
RADIOCITY-EQ,19877,RADIOCITY
DMART-EQ,19913,DMART
CLEDUCATE-EQ,20223,CLEDUCATE
LYKALABS-EQ,2028,LYKALABS
IREDA-EQ,20261,IREDA
SHAH-EQ,20296,SHAH
FEDFINA-EQ,20322,FEDFINA
RAMCOCEM-EQ,2043,RAMCOCEM
INDIGOPNTS-EQ,2048,INDIGOPNTS
AXISGOLD-EQ,20532,AXISGOLD
BBNPPGOLD-EQ,20547,BBNPPGOLD
JINDWORLD-EQ,20642,JINDWORLD
JAMNAAUTO-EQ,20778,JAMNAAUTO
HAPPYFORGE-EQ,20854,HAPPYFORGE
CDSL-EQ,21174,CDSL
SUMMITSEC-EQ,21275,SUMMITSEC
ABCAPITAL-EQ,21614,ABCAPITAL
TSFINV-EQ,2183,TSFINV
MEDIASSIST-EQ,21705,MEDIASSIST
LIQUIDCASE-EQ,21750,LIQUIDCASE
GENCON-EQ,2188,GENCON
MIRCELECTR-EQ,2202,MIRCELECTR
HFCL-EQ,21951,HFCL
DHUNINV-EQ,22233,DHUNINV
MODTHREAD-EQ,2241,MODTHREAD
HDFCNIFBAN-EQ,22433,HDFCNIFBAN
JSFB-EQ,22663,JSFB
CAPITALSFB-EQ,22675,CAPITALSFB
ENTERO-EQ,22717,ENTERO
HEIDELBERG-EQ,2316,HEIDELBERG
LIQUIDADD-EQ,23407,LIQUIDADD
SINCLAIR-EQ,23480,SINCLAIR
BHARTIHEXA-EQ,23489,BHARTIHEXA
AIIL-EQ,23553,AIIL
IXIGO-EQ,24067,IXIGO
AFIL-EQ,24159,AFIL
SYMPHONY-EQ,24190,SYMPHONY
NILKAMAL-EQ,2421,NILKAMAL
IVZINNIFTY-EQ,24217,IVZINNIFTY
ADL-EQ,245,ADL
SBINEQWETF-EQ,24524,SBINEQWETF
ONGC-EQ,2475,ONGC
CEIGALL-EQ,24742,CEIGALL
SUYOG-EQ,24851,SUYOG
ORIENTHOT-EQ,2493,ORIENTHOT
RVTH-EQ,25157,RVTH
BALAJEE-EQ,25203,BALAJEE
TOLINS-EQ,25262,TOLINS
BAJAJHFL-EQ,25270,BAJAJHFL
PGHH-EQ,2535,PGHH
PGEL-EQ,25358,PGEL
SHAKTIPUMP-EQ,25574,SHAKTIPUMP
MOMENTUM50-EQ,25606,MOMENTUM50
KRN-EQ,25643,KRN
VIKASECO-EQ,25756,VIKASECO
GROWWDEFNC-EQ,25758,GROWWDEFNC
VAL30IETF-EQ,25851,VAL30IETF
MINDACORP-EQ,25897,MINDACORP
GODAVARIB-EQ,25941,GODAVARIB
PFIZER-EQ,2643,PFIZER
ABINFRA-EQ,27020,ABINFRA
PRAKASH-EQ,2708,PRAKASH
MASTERTR-EQ,27047,MASTERTR
SWANCORP-EQ,27095,SWANCORP
NIVABUPA-EQ,27097,NIVABUPA
RACLGEAR-EQ,27171,RACLGEAR
PRSMJOHNSN-EQ,2739,PRSMJOHNSN
EASEMYTRIP-EQ,2792,EASEMYTRIP
MOBIKWIK-EQ,28046,MOBIKWIK
IKS-EQ,28125,IKS
INDOFARM-EQ,29025,INDOFARM
QUADFUTURE-EQ,29087,QUADFUTURE
DDEVPLSTIK-EQ,29098,DDEVPLSTIK
CARERATING-EQ,29113,CARERATING
PCJEWELLER-EQ,29124,PCJEWELLER
AGARWALEYE-EQ,29452,AGARWALEYE
GROWWRAIL-EQ,29527,GROWWRAIL
JUBLCPL-EQ,29590,JUBLCPL
SUVIDHAA-EQ,2998,SUVIDHAA
AXISTECETF-EQ,3010,AXISTECETF
AXISVALUE-EQ,30155,AXISVALUE
ABSLNN50ET-EQ,7339,ABSLNN50ET
DATAPATTNS-EQ,7358,DATAPATTNS
HECPROJECT-EQ,7425,HECPROJECT
BLUECOAST-EQ,7480,BLUECOAST
NRBBEARING-EQ,7553,NRBBEARING
EVIETF-EQ,755881,EVIETF
KRISHIVAL-EQ,756782,KRISHIVAL
PRIMO-EQ,756925,PRIMO
RAJOOENG-EQ,757049,RAJOOENG
BELRISE-EQ,757102,BELRISE
SNXT30BEES-EQ,757455,SNXT30BEES
SMARTWORKS-EQ,757965,SMARTWORKS
EFCIL-EQ,758675,EFCIL
REGAAL-EQ,758680,REGAAL
CPPLUS-EQ,758858,CPPLUS
LAXMIINDIA-EQ,758863,LAXMIINDIA
AMANTA-EQ,758909,AMANTA
MWL-EQ,759169,MWL
IVALUE-EQ,759041,IVALUE
MONEYBOXX-EQ,759381,MONEYBOXX
GROWWNXT50-EQ,759458,GROWWNXT50
GROWWMC150-EQ,759719,GROWWMC150
CAPILLARY-EQ,759867,CAPILLARY
MSCIADD-EQ,759978,MSCIADD
AONETMMQ50-EQ,759992,AONETMMQ50
LGEINDIA-EQ,760213,LGEINDIA
VIDYAWIRES-EQ,760224,VIDYAWIRES
AEQUS-EQ,760234,AEQUS
GROWWMETAL-EQ,760438,GROWWMETAL
AMAGI-EQ,760740,AMAGI
AYE-EQ,760981,AYE
SHREERAMA-EQ,7627,SHREERAMA
KRISHNADEF-EQ,761192,KRISHNADEF
SHIVATEX-EQ,804,SHIVATEX
CINEVISTA-EQ,8024,CINEVISTA
BLBLIMITED-EQ,8132,BLBLIMITED
BANKA-EQ,822,BANKA
SOFTTECH-EQ,8266,SOFTTECH
MITCON-EQ,8469,MITCON
GATEWAY-EQ,8510,GATEWAY
HARIOMPIPE-EQ,8968,HARIOMPIPE
UFO-EQ,9039,UFO
TIPSMUSIC-EQ,9117,TIPSMUSIC
DPABHUSHAN-EQ,936,DPABHUSHAN
CAMPUS-EQ,9362,CAMPUS
RAINBOW-EQ,9408,RAINBOW
LICI-EQ,9480,LICI
ESCORTS-EQ,958,ESCORTS
SPLPETRO-EQ,9617,SPLPETRO
RELCHEMQ-EQ,9652,RELCHEMQ
MEDICO-EQ,9667,MEDICO
GOLDTECH-EQ,9874,GOLDTECH
MOTOUR-EQ,757443,MOTOUR
DIGITIDE-EQ,757515,DIGITIDE
ARIS-EQ,757614,ARIS
MOALPHA50-EQ,757669,MOALPHA50
EUROBOND-EQ,757953,EUROBOND
KALPATARU-EQ,758558,KALPATARU
GLOBECIVIL-EQ,758572,GLOBECIVIL
ARFIN-EQ,758700,ARFIN
RHETAN-EQ,759062,RHETAN
SHRINGARMS-EQ,759093,SHRINGARMS
HILINFRA-EQ,759103,HILINFRA
NIFTYCASE-EQ,759302,NIFTYCASE
WEWORK-EQ,759434,WEWORK
VIKRAMSOLR-EQ,759453,VIKRAMSOLR
CANHLIFE-EQ,759477,CANHLIFE
ORKLAINDIA-EQ,759569,ORKLAINDIA
SHIVAUM-EQ,759747,SHIVAUM
ADVENTHTL-EQ,759769,ADVENTHTL
GROWW-EQ,759806,GROWW
TENNIND-EQ,759880,TENNIND
MOIPO-EQ,759891,MOIPO
MOSERVICE-EQ,760001,MOSERVICE
RUDRA-EQ,760392,RUDRA
GROWWPSE-EQ,760976,GROWWPSE
DABUR-EQ,772,DABUR
BYKE-EQ,7919,BYKE
AVANTIFEED-EQ,7936,AVANTIFEED
DCM-EQ,805,DCM
MAHLIFE-EQ,8050,MAHLIFE
XELPMOC-EQ,8477,XELPMOC
MOLOWVOL-EQ,8654,MOLOWVOL
DRREDDY-EQ,881,DRREDDY
VRLLOG-EQ,8696,VRLLOG
PRIVISCL-EQ,8825,PRIVISCL
TNIDETF-EQ,8882,TNIDETF
KHAICHEM-EQ,896,KHAICHEM
ELDEHSG-EQ,8953,ELDEHSG
NILAINFRA-EQ,9253,NILAINFRA
ELGIEQUIP-EQ,937,ELGIEQUIP
MSTCLTD-EQ,9356,MSTCLTD
SILVERTUC-EQ,9422,SILVERTUC
AKSHAR-EQ,9558,AKSHAR
KPITTECH-EQ,9683,KPITTECH
EMUDHRA-EQ,9756,EMUDHRA
AIRAN-EQ,9897,AIRAN
ONEPOINT-EQ,9939,ONEPOINT
GULFOILLUB-EQ,4391,GULFOILLUB
ALKYLAMINE-EQ,4487,ALKYLAMINE
HDFCLIFE-EQ,467,HDFCLIFE
3MINDIA-EQ,474,3MINDIA
BANKBARODA-EQ,4668,BANKBARODA
DODLA-EQ,4822,DODLA
ICEMAKE-EQ,489,ICEMAKE
HINDCON-EQ,4920,HINDCON
ICICIBANK-EQ,4963,ICICIBANK
SHARDACROP-EQ,4992,SHARDACROP
MAZDOCK-EQ,509,MAZDOCK
ICICIB22-EQ,522,ICICIB22
ANTGRAPHIC-EQ,5194,ANTGRAPHIC
UGROCAP-EQ,5313,UGROCAP
VIJAYA-EQ,5585,VIJAYA
MASPTOP50-EQ,5782,MASPTOP50
PASUPTAC-EQ,6045,PASUPTAC
3IINFOLTD-EQ,6232,3IINFOLTD
NIFTYETF-EQ,6353,NIFTYETF
CHAMBLFERT-EQ,637,CHAMBLFERT
NATIONALUM-EQ,6364,NATIONALUM
RSSOFTWARE-EQ,6429,RSSOFTWARE
GENUSPAPER-EQ,6600,GENUSPAPER
SAPPHIRE-EQ,6718,SAPPHIRE
SMLT-EQ,6843,SMLT
MAHKTECH-EQ,7074,MAHKTECH
TARSONS-EQ,6943,TARSONS
JMA-EQ,7109,JMA
METROBRAND-EQ,7242,METROBRAND
SETFNIFBK-EQ,7361,SETFNIFBK
MANAKCOAT-EQ,7413,MANAKCOAT
COSMOFIRST-EQ,742,COSMOFIRST
MIDQ50ADD-EQ,7456,MIDQ50ADD
ZENTEC-EQ,7508,ZENTEC
GROWWSLVR-EQ,756827,GROWWSLVR
AONENIFTY-EQ,757096,AONENIFTY
BLUSPRING-EQ,757520,BLUSPRING
MOGOLD-EQ,757791,MOGOLD
SHANTIGOLD-EQ,758002,SHANTIGOLD
GROWWPOWER-EQ,758165,GROWWPOWER
PROSTARM-EQ,758173,PROSTARM
JSWCEMENT-EQ,758460,JSWCEMENT
MANUFGBEES-EQ,758667,MANUFGBEES
RNBDENIMS-EQ,758981,RNBDENIMS
ABCOTS-EQ,759130,ABCOTS
TRUALT-EQ,759210,TRUALT
SYSTMTXC-EQ,759355,SYSTMTXC
FLEXIADD-EQ,759368,FLEXIADD
GEMAROMA-EQ,759461,GEMAROMA
MOMENTUM30-EQ,759488,MOMENTUM30
GROWWSC250-EQ,759522,GROWWSC250
MODIS-EQ,759752,MODIS
TMCV-EQ,759782,TMCV
SHILCTECH-EQ,759847,SHILCTECH
JARO-EQ,759951,JARO
EXCELSOFT-EQ,760007,EXCELSOFT
CORONA-EQ,760254,CORONA
LEMERITE-EQ,760300,LEMERITE
SMALLADD-EQ,760359,SMALLADD
ICICIAMC-EQ,760407,ICICIAMC
TOP20-EQ,760415,TOP20
KSHINTL-EQ,760433,KSHINTL
TWCGOLDETF-EQ,760482,TWCGOLDETF
BUILDPRO-EQ,760594,BUILDPRO
BCONCEPTS-EQ,7780,BCONCEPTS
AUTOIETF-EQ,7844,AUTOIETF
MIDCAP-EQ,8077,MIDCAP
AJANTPHARM-EQ,8124,AJANTPHARM
PRITI-EQ,8304,PRITI
MONT50INAV-EQ,30502,MONT50INAV
TIINDIA-EQ,312,TIINDIA
RHIM-EQ,31163,RHIM
NBCC-EQ,31415,NBCC
BAJFINANCE-EQ,317,BAJFINANCE
SUPERSPIN-EQ,3357,SUPERSPIN
BALMLAWRIE-EQ,338,BALMLAWRIE
AGARIND-EQ,3389,AGARIND
BBOX-EQ,3435,BBOX
THOMASCOOK-EQ,3481,THOMASCOOK
TATASTEEL-EQ,3499,TATASTEEL
TITAN-EQ,3506,TITAN
MAFANG-EQ,3507,MAFANG
AXISBPSETF-EQ,3530,AXISBPSETF
AXISHCETF-EQ,3608,AXISHCETF
GLOBE-EQ,393,GLOBE
VINEETLAB-EQ,3807,VINEETLAB
PVP-EQ,4010,PVP
MARICO-EQ,4067,MARICO
SILINV-EQ,4105,SILINV
SUNDRMBRAK-EQ,4179,SUNDRMBRAK
BEPL-EQ,419,BEPL
KHADIM-EQ,425,KHADIM
JAGSNPHARM-EQ,4410,JAGSNPHARM
SIGIND-EQ,4522,SIGIND
SHYAMMETL-EQ,4693,SHYAMMETL
CONCOR-EQ,4749,CONCOR
BIRLACABLE-EQ,477,BIRLACABLE
HAPPSTMNDS-EQ,48,HAPPSTMNDS
BLUEDART-EQ,495,BLUEDART
ALIVUS-EQ,5265,ALIVUS
PRITIKAUTO-EQ,5292,PRITIKAUTO
KRSNAA-EQ,5359,KRSNAA
ASAHIINDIA-EQ,5378,ASAHIINDIA
GRSE-EQ,5475,GRSE
SERVOTECH-EQ,5507,SERVOTECH
INTLCONV-EQ,5606,INTLCONV
CEMPRO-EQ,5622,CEMPRO
J&KBANK-EQ,5633,J&KBANK
SANSERA-EQ,5751,SANSERA
CYIENT-EQ,5748,CYIENT
GRAPHITE-EQ,592,GRAPHITE
CAMLINFINE-EQ,6216,CAMLINFINE
APOLSINHOT-EQ,6302,APOLSINHOT
DNAMEDIA-EQ,641,DNAMEDIA
CCHHL-EQ,6385,CCHHL
MANORG-EQ,6422,MANORG
GRPLTD-EQ,6543,GRPLTD
NYKAA-EQ,6545,NYKAA
PAYTM-EQ,6705,PAYTM
VISHNU-EQ,6908,VISHNU
SHRADHA-EQ,708,SHRADHA
ASIANENE-EQ,7030,ASIANENE
SUDARCOLOR-EQ,715,SUDARCOLOR
SEJALLTD-EQ,7091,SEJALLTD
TEGA-EQ,7105,TEGA
HCLTECH-EQ,7229,HCLTECH
SBIETFIT-EQ,740,SBIETFIT
DCMSRIND-EQ,7325,DCMSRIND
GLENMARK-EQ,7406,GLENMARK
HAVISHA-EQ,7457,HAVISHA
UNITEDPOLY-EQ,7560,UNITEDPOLY
THELEELA-EQ,757014,THELEELA
MOINFRA-EQ,757031,MOINFRA
MONEXT50-EQ,757167,MONEXT50
LIQGRWBEES-EQ,757725,LIQGRWBEES
MOMIDMTM-EQ,757817,MOMIDMTM
CRIZAC-EQ,757850,CRIZAC
EBGNG-EQ,757862,EBGNG
ALLTIME-EQ,758448,ALLTIME
ELLEN-EQ,758563,ELLEN
STLNETWORK-EQ,758958,STLNETWORK
AHCL-EQ,758968,AHCL
GANESHCP-EQ,759012,GANESHCP
DEVX-EQ,759079,DEVX
URBANCO-EQ,759084,URBANCO
JKIPL-EQ,759205,JKIPL
PACEDIGITK-EQ,759342,PACEDIGITK
SHREEJISPG-EQ,759448,SHREEJISPG
ELIQUID-EQ,759466,ELIQUID
PIRAMALFIN-EQ,759551,PIRAMALFIN
EMMVEE-EQ,759728,EMMVEE
PAUSHAKLTD-EQ,759969,PAUSHAKLTD
MOMNC-EQ,760054,MOMNC
GLOTTIS-EQ,760116,GLOTTIS
MEESHO-EQ,760229,MEESHO
SILVERBND-EQ,760328,SILVERBND
GROWWCHEM-EQ,760673,GROWWCHEM
KNAGRI-EQ,760923,KNAGRI
LFIC-EQ,7902,LFIC
INOXWIND-EQ,7852,INOXWIND
RAMCOSYS-EQ,7851,RAMCOSYS
SILVERIETF-EQ,7942,SILVERIETF
MALLCOM-EQ,7965,MALLCOM
KTKBANK-EQ,8054,KTKBANK
SILVERBEES-EQ,8080,SILVERBEES
CROWN-EQ,8083,CROWN
CALSOFT-EQ,8341,CALSOFT
TVSMOTOR-EQ,8479,TVSMOTOR
DHAMPURSUG-EQ,857,DHAMPURSUG
AKSHOPTFBR-EQ,8591,AKSHOPTFBR
MUKTAARTS-EQ,8687,MUKTAARTS
PNBGILTS-EQ,8736,PNBGILTS
USHAMART-EQ,8840,USHAMART
BCG-EQ,8833,BCG
UMIYA-MRO-EQ,8998,UMIYA-MRO
PRUDENT-EQ,9553,PRUDENT
POLYCAB-EQ,9590,POLYCAB
VENUSPIPES-EQ,9592,VENUSPIPES
HIKAL-EQ,9668,HIKAL
NV20BEES-EQ,9847,NV20BEES
CHEVIOT-EQ,9879,CHEVIOT
ASTRON-EQ,874,ASTRON
ANUP-EQ,9014,ANUP
INDOAMIN-EQ,9116,INDOAMIN
PNC-EQ,9342,PNC
TRU-EQ,9378,TRU
PGHL-EQ,940,PGHL
SKIPPER-EQ,9428,SKIPPER
NEXTMEDIA-EQ,9867,NEXTMEDIA
NEOGEN-EQ,9917,NEOGEN
